name,address,district,phone,website,services,price_range,rating,review_count,lat,lon,source
Prodiż Warszawski,"Poznańska 16, 00-680, Warszawa",Śródmieście,+48221277171,https://www.yelp.pl/biz/prodi%C5%BC-warszawski-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,,4.8,19,52.22521,21.012,yelp:nailedsalons
Przedsiębiorstwo Wielobranżowe Iwa 1,"Marszałkowska 28, 00-576, Warszawa",Śródmieście,+48226285269,https://www.yelp.pl/biz/przedsi%C4%99biorstwo-wielobran%C5%BCowe-iwa-1-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2188416,21.0188198,yelp:barbers
Przyjaciele,"ul. Mokotowska 49A / 1, Warszawa",Śródmieście,+48530108867,https://www.yelp.pl/biz/przyjaciele-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Kosmetyki",300+ PLN,5.0,1,52.2244324,21.0208912,yelp:hair+yelp
Radio Cafe,"ul. Nowogrodzka 56, 00-695, Warszawa",Śródmieście,+48226252784,https://www.yelp.pl/biz/radio-cafe-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,50–150 PLN,4.4,85,52.2276658,21.0066719,yelp:nailedsalons
Ramona Bar,"ul. Widok 18, Warszawa",Śródmieście,+48221140070,https://www.yelp.pl/biz/ramona-bar-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Bary,,4.0,2,52.2312902734751,21.0133527964354,yelp:nailedsalons
Relax Cafe Bar,"ul. Złota 8A, 00-019, Warszawa",Śródmieście,+48501597905,https://www.yelp.pl/biz/relax-cafe-bar-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Kawa i herbata",do 50 PLN,4.2,23,52.2332043063927,21.0107913975538,yelp:nailedsalons
Relax Mind&Body,"ul. Krakowskie Przedmieście 16 / 18 / 6, 00-325, Warszawa",Śródmieście,+48793303331,https://www.yelp.pl/biz/relax-mind-a-body-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Spa",,0.0,0,52.239298,21.017526,yelp:beautysvc
Restauracja Delicja Polska,"ul. Krakowskie Przedmieście 64, 00-322, Warszawa",Śródmieście,+48228264770,https://www.yelp.pl/biz/restauracja-delicja-polska-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Polska, Miejsca i przestrzenie na imprezy",300+ PLN,4.3,12,52.24548,21.01442,yelp:nailedsalons
Restauracja Libańska Fenicja,"ul. Świętokrzyska 32, 00-116, Warszawa",Śródmieście,+48510759795,https://www.yelp.pl/biz/restauracja-liba%C5%84ska-fenicja-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Bliskowschodnia,50–150 PLN,4.0,23,52.2344240938951,21.0033334695841,yelp:nailedsalons
Restauracja Manoush,"ul. Jasna 10, 00-013, Warszawa",Śródmieście,+48224004433,https://www.yelp.pl/biz/restauracja-manoush-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Nowoczesna europejska, Bary, Kawiarnie",150–300 PLN,5.0,2,52.2344192253252,21.011891382209,yelp:nailedsalons
Restro,"ul. Pańska 57, 00-830, Warszawa",Śródmieście,+48226202266,https://www.yelp.pl/biz/restro-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Nowoczesna europejska,do 50 PLN,4.5,39,52.2318687,20.9957008,yelp:nailedsalons
Rostowski Barber Shop,"ul. Koszykowa 58, 00-673, Warszawa",Śródmieście,+48663551666,https://www.yelp.pl/biz/rostowski-barber-shop-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,150–300 PLN,3.0,3,52.2226906,21.0121098,yelp:beautysvc+yelp
Rotor Club,"ul. Chmielna 24, 00-020, Warszawa",Śródmieście,+48228270172,https://www.yelp.pl/biz/rotor-club-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,4.0,1,52.2323608,21.0138493,yelp:hair+yelp
Rusiko,"Al. Ujazdowskie 22, 00-478, Warszawa",Śródmieście,+48226290628,https://www.yelp.pl/biz/rusiko-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Gruzińska,50–150 PLN,4.5,45,52.22673,21.02374,yelp:nailedsalons
Sahara,"ul. Krucza 51, 00-022, Warszawa",Śródmieście,+48226545747,https://www.yelp.pl/biz/sahara-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kebab, Turecka",do 50 PLN,4.1,16,52.23148,21.01575,yelp:nailedsalons
Salad Story,"Złote Tarasy, Warszawa",Śródmieście,+48222220377,https://www.yelp.pl/biz/salad-story-warszawa-6?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Sałatka, Zupy, Kanapki",do 50 PLN,4.0,9,52.2298879455613,21.0030914738652,yelp:nailedsalons
Salon Fryzjerski Barbara Styl,"ul. Solec 103, 00-382, Warszawa",Śródmieście,+48226211718,https://www.yelp.pl/biz/salon-fryzjerski-barbara-styl-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,0.0,0,52.23623,21.02955,yelp:hair
Salon Fryzjerski Catley Krzysztof Brodzki,"ul. Piękna 62 / 64, 00-679, Warszawa",Śródmieście,+48226291420,https://www.yelp.pl/biz/salon-fryzjerski-catley-krzysztof-brodzki-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2229843,21.0104656,yelp:hair
Salon Fryzjerski Diva Anna Wolaska Diomira Troszyska,"ul. Bracka 11 / 13, 00-028, Warszawa",Śródmieście,+48226268961,https://www.yelp.pl/biz/salon-fryzjerski-diva-anna-wolaska-diomira-troszyska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2308083,21.0188198,yelp:hair
Salon Fryzjerski Lach Anna,"ul. Wilcza 13 / 26, 00-538, Warszawa",Śródmieście,+48226286363,https://www.yelp.pl/biz/salon-fryzjerski-lach-anna-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2256012,21.0197792,yelp:hair
Salon Fryzjerski Mira,"ul.Ujazdowskie 18, 00-478, Warszawa",Śródmieście,+48226219966,https://www.yelp.pl/biz/salon-fryzjerski-mira-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,2.0,1,52.2262917,21.0238609,yelp:hair
Salon Fryzjerski New Fashion Ewa Ziemska,"ul. Nowogrodzka 15 / 3, 00-511, Warszawa",Śródmieście,+48226294215,https://www.yelp.pl/biz/salon-fryzjerski-new-fashion-ewa-ziemska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2295799,21.01651,yelp:hair+yelp
Salon Fryzjerski Olimp Irena Leszonek,"ul. Marszałkowska 140, 00-061, Warszawa",Śródmieście,+48228269258,https://www.yelp.pl/biz/salon-fryzjerski-olimp-irena-leszonek-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2371788,21.0078201,yelp:hair
Salon Fryzjerski Patrycja,"ul. Poznańska 37, Warszawa",Śródmieście,+48226288810,https://www.yelp.pl/biz/salon-fryzjerski-patrycja-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,3.5,2,52.2287483,21.0098209,yelp:hair+yelp
Salon Fryzjerski Perukarstwo Danuta Gonera,"ul. Widok 22, 00-023, Warszawa",Śródmieście,+48228284103,https://www.yelp.pl/biz/salon-fryzjerski-perukarstwo-danuta-gonera-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2310982,21.01297,yelp:hair+yelp
Salon Fryzjerski Ryszard Ryszard Droździak,"ul. Marszałkowska 18, 00-628, Warszawa",Śródmieście,+48226284791,https://www.yelp.pl/biz/salon-fryzjerski-ryszard-ryszard-dro%C5%BAdziak-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2160797,21.02038,yelp:hair
Salon Fryzjerski Stanisław Perlik,"ul. Mokotowska 55, Warszawa",Śródmieście,+48226210683,https://www.yelp.pl/biz/salon-fryzjerski-stanis%C5%82aw-perlik-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2251282,21.0213203,yelp:barbers
Salon Fryzjerski Timonier Marzena Sternicka,"Cecylii Śniegockiej 15 /  9, 00-430, Warszawa",Śródmieście,+48228333283,https://www.yelp.pl/biz/salon-fryzjerski-timonier-marzena-sternicka-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2263603,21.0355301,yelp:barbers
Salon Fryzjerski Tina,"Poznaska 23, 00-685, Warszawa",Śródmieście,+48226218421,https://www.yelp.pl/biz/salon-fryzjerski-tina-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2264519,21.0110397,yelp:barbers
Salon Fryzjerski Wiesław Szewczyk,"ul.Hoża 40, 00-516, Warszawa",Śródmieście,+48226220781,https://www.yelp.pl/biz/salon-fryzjerski-wies%C5%82aw-szewczyk-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2267685,21.0152092,yelp:hair
Salon Fryzjerski Wojciech Zieliski,"ul. Mokotowska 46, 00-543, Warszawa",Śródmieście,+48226218583,https://www.yelp.pl/biz/salon-fryzjerski-wojciech-zieliski-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2247009,21.02145,yelp:hair
Salon Fryzjersko Kosmetyczny Dorota Wrońska,"ul. Mariensztat 19A / 3, 00-302, Warszawa",Śródmieście,+48228266323,https://www.yelp.pl/biz/salon-fryzjersko-kosmetyczny-dorota-wro%C5%84ska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,5.0,1,52.2460213,21.0170708,yelp:hair+yelp
Salon Fryzur,"ul.Wilcza 13, 00-538, Warszawa",Śródmieście,+48226286363,https://www.yelp.pl/biz/salon-fryzur-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2256012,21.0197792,yelp:hair
Salon Krzysztof,"Aleja Jana Pawła II 15, Warszawa",Śródmieście,+48226977923,https://www.yelp.pl/biz/salon-krzysztof-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2325727907863,20.9977598648709,yelp:hair
Salon Masażu Tajskiego Thai Mai,"al. Jana Pawła II 20, 00-133, Warszawa",Śródmieście,+48500700860,https://www.yelp.pl/biz/salon-masa%C5%BCu-tajskiego-thai-mai-warszawa-4?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Masaż,,5.0,1,52.2346299,20.9984598766864,yelp:beautysvc
Salon Nowogrodzka,"ul. Nowogrodzka 42, 00-695, Warszawa",Śródmieście,+48226217834,https://www.yelp.pl/biz/salon-nowogrodzka-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur",,0.0,0,52.22842,21.00977,yelp:hair
Salon Sense of  Beauty,"ul. Lwowska 11 / 4A, Warszawa",Śródmieście,+48793555025,https://www.yelp.pl/biz/salon-sense-of-beauty-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.22163,21.01232,yelp:skincare
Salon Tina,"ul. Wspólna 57, 00-685, Warszawa",Śródmieście,+48226217546,https://www.yelp.pl/biz/salon-tina-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Manikiur i pedikiur, Pielęgnacja skóry, Fryzjer",,0.0,0,52.2264,21.0105499,yelp:hair+yelp
Salon Wilcza 18/1,"ul. Wilcza 18/1, 00-001, Warszawa",Śródmieście,+48226274221,https://www.yelp.pl/biz/salon-wilcza-18-1-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,300+ PLN,0.0,0,52.2258394,21.0197357,yelp:hair
Salon Zdrowia i Urody Perfekt,"ul. Solec 81B, 00-402, Warszawa",Śródmieście,+48506182774,https://www.yelp.pl/biz/salon-zdrowia-i-urody-perfekt-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Manikiur i pedikiur, Pielęgnacja skóry, Spa",,0.0,0,52.23439,21.03354,yelp:skincare
Salto,"Hotel Rialto, 00-679, Warszawa",Śródmieście,+48225848771,https://www.yelp.pl/biz/salto-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Hiszpańska, Argentyńska",300+ PLN,4.6,5,52.2231619,21.0079979,yelp:nailedsalons
Sam,"ul. Lipowa 7A, 00-316, Warszawa",Śródmieście,+48600806084,https://www.yelp.pl/biz/sam-warszawa-4?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawiarnie, Śniadanie i brunch, Piekarnie",50–150 PLN,4.2,42,52.241359,21.023352,yelp:nailedsalons
Same Fusy,"ul. Nowomiejska 10, 00-271, Warszawa",Śródmieście,+48226359014,https://www.yelp.pl/biz/same-fusy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawa i herbata, Kawiarnie",50–150 PLN,4.3,36,52.2502799,21.01107,yelp:nailedsalons
Sana Pes,"ul. Foksal 12 / 14, 00-366, Warszawa",Śródmieście,+48531217567,https://www.yelp.pl/biz/sana-pes-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Manikiur i pedikiur,50–150 PLN,5.0,1,52.2341087844435,21.0218293375802,yelp:beautysvc
Secado,"ul. Marszałkowska 66, 00-545, Warszawa",Śródmieście,+48608707799,https://www.yelp.pl/biz/secado-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Hiszpańska, Nowoczesna europejska, Owoce morza",50–150 PLN,3.6,28,52.2250170528789,21.0151150077581,yelp:nailedsalons
Senses,"ul. Bielańska 12, 00-085, Warszawa",Śródmieście,+48223319697,https://www.yelp.pl/biz/senses-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Nowoczesna europejska, Polska",300+ PLN,4.6,10,52.2445537,21.0060378,yelp:nailedsalons
Sephora,"ul. Nowy Świat 15 / 17, 00-029, Warszawa",Śródmieście,+48226257733,https://www.yelp.pl/biz/sephora-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kosmetyki,150–300 PLN,3.0,2,52.232259,21.019811,yelp:beautysvc
Sheesha Lounge,"Al. jerozolimskie 33, 00-508, Warszawa",Śródmieście,+48228282525,https://www.yelp.pl/biz/sheesha-lounge-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Hinduska, Arabic, Lounge",50–150 PLN,3.3,11,52.2295750460489,21.0134774637468,yelp:nailedsalons
Shipudei Berek,"ul. Jasna 24, 00-054, Warszawa",Śródmieście,+48228262510,https://www.yelp.pl/biz/shipudei-berek-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Żydowska, Śródziemnomorska, Śniadanie i brunch",50–150 PLN,4.1,84,52.2364,21.01056,yelp:nailedsalons
Signature,"ul. Poznańska 15, 00-680, Warszawa",Śródmieście,+48225538755,https://www.yelp.pl/biz/signature-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Nowoczesna europejska,300+ PLN,4.4,5,52.225075,21.0117873,yelp:nailedsalons
Sobremesa Tapas Bar,"ul. Koszykowa 63, 00-667, Warszawa",Śródmieście,+48739044422,https://www.yelp.pl/biz/sobremesa-tapas-bar-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Tapas, Hiszpańska, Cocktail bary",do 50 PLN,5.0,1,52.22253,21.01148,yelp:nailedsalons
Sofra,"ul. Wilcza 71, 00-679, Warszawa",Śródmieście,+48731847731,https://www.yelp.pl/biz/sofra-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Bliskowschodnia, Bistro, Kawa i herbata",50–150 PLN,4.0,28,52.22332,21.00879,yelp:nailedsalons
Soul Kitchen,"ul. Nowogrodzka 18A, 00-511, Warszawa",Śródmieście,+48519020888,https://www.yelp.pl/biz/soul-kitchen-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Polska, Międzynarodowy",50–150 PLN,4.7,60,52.2294617,21.0147591,yelp:nailedsalons
Spacca Napoli,"ul. Świętokrzyska 30, 00-116, Warszawa",Śródmieście,+48221279399,https://www.yelp.pl/biz/spacca-napoli-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Włoska,50–150 PLN,4.4,34,52.2349153,21.0054584,yelp:nailedsalons
Spice Lashes,"ul. Ggórnośląska 25, 00-432, Warszawa",Śródmieście,+48506097041,https://www.yelp.pl/biz/spice-lashes-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Przedłużanie rzęs,,0.0,0,52.2250214,21.0356903,yelp:beautysvc
Spiskowcy Rozkoszy,"ul. Żurawia 47, 00-680, Warszawa",Śródmieście,+48796671950,https://www.yelp.pl/biz/spiskowcy-rozkoszy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kawa i herbata, Puby, Kawiarnie",do 50 PLN,4.0,14,52.2275391,21.0113392,yelp:nailedsalons
Spring Roll,"ul. Szpitalna 3, 00-031, Warszawa",Śródmieście,+48224681264,https://www.yelp.pl/biz/spring-roll-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Wietnamska,do 50 PLN,3.6,14,52.23283,21.01474,yelp:nailedsalons
Stara Baba Tattoo,"ul. Nowogrodzka 7/9 m. 22, 00-513, Warszawa",Śródmieście,+48226292970,https://www.yelp.pl/biz/stara-baba-tattoo-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Tatuaż,,4.5,2,52.22995,21.01828,yelp:beautysvc
Stara Kamienica,"ul. Widok 8, 00-029, Warszawa",Śródmieście,+48226906767,https://www.yelp.pl/biz/stara-kamienica-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Bary, Polska",150–300 PLN,4.6,10,52.2315366,21.0152516,yelp:nailedsalons
Starbucks,"ul. Widok 26, 00-023, Warszawa",Śródmieście,+48713861687,https://www.yelp.pl/biz/starbucks-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kawa i herbata,50–150 PLN,3.7,10,52.2309685,21.0123901,yelp:nailedsalons
Stenders,"ul. Złota 59, 00-120, Warszawa",Śródmieście,+48222220833,https://www.yelp.pl/biz/stenders-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kosmetyki,50–150 PLN,4.0,1,52.2303,21.0006,yelp:beautysvc
Stolica,"ul. Szeroki Dunaj 1 / 3, 00-255, Warszawa",Śródmieście,+48604598764,https://www.yelp.pl/biz/stolica-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Polska,,4.9,7,52.2494923155087,21.0104993920724,yelp:nailedsalons
Strefa Cięcia,"ul. Nowowiejska 10, 00-653, Warszawa",Śródmieście,+48228310071,https://www.yelp.pl/biz/strefa-ci%C4%99cia-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,4.0,1,52.2200699,21.0147705,yelp:hair+yelp
Studio Fryzjerskie Kamil Malinowski,"ul. Żurawia 26, 00-515, Warszawa",Śródmieście,+48226272136,https://www.yelp.pl/biz/studio-fryzjerskie-kamil-malinowski-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,0.0,0,52.2284088,21.0146103,yelp:hair+yelp
